x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
9.944578051677608,45.55961238880085,0.9956493460417815,5.0,8.472040172822375,-0.8487757864966661,1.4105266747697465,0.32177824382752246,4.0,1552.9562775816664,-540.5402606404886
3.8200974091714768,55.4487115172861,1.4252468717572926,8.0,-85.6774024075196,0.5646063683107561,4.348534443831302,0.3183646786997582,1.0,1563.2143391877048,-129.69089967402442
8.271480128060997,50.89141028312689,2.992382116476876,7.0,75.692337349741,0.7120580604460639,2.3291981100400343,0.25573904529617075,4.0,1704.5096319225245,-738.3098675993876
8.372552761899897,41.7765996011254,0.07700144016972899,5.0,11.817671030572214,-1.4696318558749932,1.9707395238455652,0.6097356479782678,2.0,1338.5228209909415,-210.8959353581031
9.75809010156957,52.530028693445445,1.597372483938904,4.0,-49.5333466044986,1.3548515387047657,4.081760393293472,0.02772815475412173,4.0,1064.9198393190006,-198.85474871845923
0.7722502885996829,51.740322165941194,1.9600312373708562,4.0,4.372108805136861,-1.3015070972362934,2.6364579130348003,0.1887847589999223,2.0,1880.4404503841452,-843.8620875485447
3.174564096738589,50.660437743961424,2.1499080898187213,4.0,86.79645833326822,0.6540600289446914,6.290230441284219,0.09049351351872248,4.0,1210.1459975132202,-719.0318804529908
9.1955540689806,52.13526353442297,1.4073861620683428,6.0,2.35335882868371,-0.03332542280375093,3.1386849368555843,0.24273685152855073,6.0,1095.772756138018,-405.9998633579357
6.758695649834293,53.85221664285145,0.02452246431207218,6.0,13.895046712916013,0.6237876260846689,5.012956828816867,0.33949846177162735,2.0,1563.1845299087072,-419.2866135090899
2.8582493556561706,53.62343373616775,0.09928494317229217,6.0,51.33759760732153,-0.6573685668969202,2.25448021082235,0.21597079704013586,3.0,1625.925171796839,-591.0487996788061
3.8954302482656935,54.72686093252057,1.6599881241514345,6.0,-78.94185174286036,0.807410464336044,2.850156645568118,0.37301326134078444,3.0,1805.8818560915543,-407.40204155864166
2.3021955938411898,54.19300980873149,2.749797320699009,10.0,98.82173565382803,0.5504916650489872,5.565197251837263,0.24890231109961877,3.0,1671.4249163904599,-990.2840477032629
1.6696115066177164,53.614318701128745,1.2239372445412475,6.0,43.48476744678942,0.4822065741185165,2.437362638127311,0.2479862074643907,3.0,1269.4341559736604,-623.4077690779344
1.5343642897898235,52.55862160054689,0.8210231955181909,5.0,84.72137433432309,-0.08833757546393589,7.42673434926673,0.17705753404901103,4.0,1819.0052604136547,-1305.548747878276
9.74091700824828,48.200824229698114,2.1336546257580635,4.0,21.71051316625416,-0.08504844666836817,2.0748766054948713,0.5417011551256691,3.0,1222.433552846622,-371.47642584990353
4.238958493035061,51.78669887234107,2.2080081256362494,7.0,59.07767436266653,-0.6617695275456418,5.032256476697623,0.17574296196238876,1.0,1904.8727111124326,-778.1219682388107
0.6314389459318814,51.60670870767415,0.298246809879804,7.0,27.14888853089124,-2.053717502143704,3.095113124695568,0.4339968327251207,2.0,1915.5469194250118,-490.23880076812424
4.915864844530465,42.48362479926373,0.9689047645681981,8.0,91.380737561166,-0.8550638499699241,4.37716981705728,0.21960014903681804,3.0,1842.5473228994629,-1104.9991477599322
2.883433738314306,44.95708616409301,4.284438013316707,4.0,13.708449678111762,1.1022346779200487,1.700752105026681,0.019425024960099027,2.0,1522.5363211907643,-471.70010623630645
2.1161633079315836,42.5962745488143,2.117585020565432,7.0,-33.339544692897476,1.0646672613962322,3.133214452279065,0.31759526085711404,2.0,1553.650041370282,-365.045788147249
2.0743238090945026,46.21700916079293,2.901462567957435,6.0,50.364345164387004,-0.8998369172994092,3.332288883506957,0.254648556829299,1.0,1723.7228765988748,-1024.3058157824457
5.790205290874577,53.82126782013162,4.532426263599555,3.0,68.8752002547896,-1.1952075680641774,1.4742170288664367,0.509307621280846,2.0,1772.207978269441,-684.2152184860574
5.908502617649928,51.37813700355608,0.9720222220269763,8.0,-1.9720640335639104,-1.2195231649752407,1.9331683290984178,0.1608188499725171,5.0,1572.5482466660587,-344.86376538796696
8.880644909969506,45.89128017151494,0.9668320088018452,7.0,59.0043344882734,0.0763524697213153,4.064916223784596,0.15958581600718771,5.0,1107.351231395526,-727.7488612916618
1.0983295563651851,49.7870528969489,0.3121075723584516,4.0,48.46030957084858,-2.1069351866327386,3.581890637044154,0.17948200885391205,6.0,1546.7826344244656,-762.9890891612527
4.963021388561344,49.80855127711538,0.3041485475371436,4.0,62.87357554298089,1.3957462109119827,6.460698803455782,0.1030686100167586,5.0,1184.2927395924496,-727.2902672163518
2.901322635135366,47.80197212915586,5.769272334608641,6.0,21.260303008727362,-0.6648005554603948,3.9590124001821794,0.10435851716714237,3.0,1513.9492323701622,-566.7796270038496
4.858514520459515,45.931950663730255,1.6309947505351565,6.0,-16.29279813161145,-0.4605446681121722,2.292996095881629,0.10326435091083977,3.0,1520.508127632866,-557.3399744494666
9.485194794601078,49.031252876495046,2.1253687210406658,9.0,79.39350506543835,0.1290571112830987,1.1601350198039382,0.3351638230449332,4.0,1063.3534891150316,-962.1075062591567
9.265090200842696,52.713813187630734,2.638218560674469,7.0,56.271252361282166,2.1928664534035196,2.124571577093938,0.5787317942133594,4.0,1910.5360245265001,-970.3497271023324
7.601007353505792,50.19922216649222,2.3460491678543725,8.0,89.01714104561674,1.1575423479867357,2.357436061919709,0.5223997350296814,3.0,1427.5960340599922,-756.9709212659329
7.82025993303847,52.874563474115405,5.715689066445612,6.0,6.8199338064945465,0.24883740450703098,5.276993367234171,0.3192536047452862,2.0,1695.4758773137314,-672.1479953091737
2.779079474190187,58.05881139437317,0.20447459285818145,7.0,-44.61021845197302,0.9697368185857265,6.668943456001691,0.2623094529616878,1.0,1988.6156274112682,-650.5694701694777
5.176215323018064,54.269796456107834,0.9583067377970041,7.0,11.753491526775846,1.6244552041858356,3.7155163633162114,0.11124722789797735,2.0,1477.9189519659074,-325.8384218597322
8.045814861807466,54.855412439278126,0.26067205555074546,7.0,29.48215566924378,-0.8340517706388529,5.26155096499414,0.24024856845906736,2.0,1526.202380834795,-738.6062158607024
7.660104897954417,46.806618273854255,2.2364615789653888,3.0,-62.08713550745926,0.4701697775887366,4.518860352462782,0.27606939748604775,3.0,1279.9868842468431,-336.13558368385895
5.736618252200245,58.20390197956142,5.431536555268266,10.0,-15.714907081006288,0.3884288205819874,1.5240665094859749,0.7162442258838578,1.0,1360.8779818814023,-464.4591630479846
8.514198015038584,50.14060475829057,0.46987695639727717,7.0,-77.42326724497919,0.6192898595955351,3.5232616100717373,0.060016749663828944,1.0,1730.961890445742,-19.659632634036967
8.520256613739633,51.535483344624836,0.10978050236980952,4.0,74.39870083607883,0.06787524014645571,1.229909669415072,0.1318245012548543,4.0,1161.9816473389974,-544.2008011020819
3.7111836892148373,38.14173349121223,1.0550601548347054,6.0,78.92746626769,-0.3215924312515649,5.31244195675943,0.10636227772123273,7.0,1143.830821137612,-681.7524835686819
4.571027745221123,46.602568083849036,1.0079698736346117,5.0,0.5284451035372655,-1.5648038976915242,1.9251927367097184,0.31948106440171353,2.0,1583.8508560907317,-608.1453659855276
3.0118241820943825,50.87488259293125,1.2214372292388291,7.0,56.301632255543126,-0.21457936658560386,1.498946894310763,0.38548942526631474,1.0,1343.871116038625,-766.4930393770309
8.105287147557956,45.58825516574394,2.1763221996858433,8.0,76.4102816690019,0.33426056895368983,1.2105257136686185,0.6152719419296332,3.0,1311.7883664672026,-441.05830543627394
4.937820635522305,47.94687715161014,0.7900270133285829,4.0,-83.82264585512934,-0.6520177547195176,2.2486220421265837,0.16785017759005186,3.0,1269.7554580410479,110.84686984254787
5.629788204485953,47.163887842335555,0.567547284948279,5.0,-52.468040449493294,0.8265372222488229,3.624307593772202,0.09984514612721794,4.0,1313.9758537563098,-176.30002091311144
4.818272469415234,57.5408005567815,1.0331133644473176,7.0,-14.384331949207166,0.7067753936766268,4.72351977699418,0.2356553252151943,0.0,1574.7860205496663,-273.6875057861582
2.538212652794656,47.60129208132359,2.44133224417797,5.0,-51.74000403587997,0.2715391757892378,1.5504306301476158,0.29029564131072905,3.0,1126.7018539089943,-199.9992788883663
9.835274604353799,45.15665049505588,2.206086918692547,5.0,18.563407569503923,-0.6920490316918759,2.963370313922935,0.4577475311704285,1.0,1420.15935518621,-602.1997984582786
5.507598845614244,51.94104975742535,6.694244233893419,11.0,95.10745510297232,-0.7655129907061267,3.88566038969001,0.3871420372652938,5.0,1060.3217079852473,-788.457233853202
9.69757084144442,45.563575367805036,1.7390866848648878,10.0,-76.06685869685855,0.9980258488349183,4.035223465084207,0.45722693959082583,3.0,1948.2788110319552,-311.6002419868954
2.254540558069994,55.33725036542751,2.450088968320609,6.0,-50.49939489329045,-1.3928390392959775,3.2969545855925584,0.16910478515913926,7.0,1274.218396660676,-255.33062686835797
9.001956105876587,44.93381864329739,6.953385791277979,11.0,-14.923953231178544,0.21007507367710837,2.799146863823471,0.283763862430575,2.0,1668.6303160946468,-90.95343466334049
3.228027832804875,51.22742132886761,1.6631745094820092,7.0,-70.12011262430882,-0.2692516986491815,2.635959702058867,0.4956106298022414,5.0,1627.938121994168,-257.7128818715707
3.295670341833379,45.921633020487896,2.0902826940492387,6.0,11.030398707652523,-0.4415588220770214,1.5817609230463354,0.1680842315186584,5.0,1189.6265233655074,-361.2091075082917
7.131438397344823,50.774905188113664,4.508360190015607,5.0,87.01857415036216,0.5160665383900913,2.838027209126729,0.4677549073935613,0.0,1467.875104469602,-909.064043051255
7.534268329980062,54.46184665018533,0.30595247397182196,5.0,58.164083855126734,0.869640378603783,3.6219178731804913,0.10188087007194949,4.0,1622.7413698615774,-646.2055775572173
9.68779801592391,47.647189887969,1.9150916147623818,7.0,31.712630731993613,-1.5842690690008867,1.3835098711467375,0.2499459777829213,1.0,1466.2676565657032,-465.43410178121627
