x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,class
-2.290408033842964,10.465819375995705,5.601897299701528,2.4209377324989947,-8.460576102041895,-5.937172879003955,-5.0742787636859426,10.014363007808658,5.20867348814297,3.1390202030585383,0
-2.843433783686459,9.307713501064967,7.052896769244815,0.33929834196625985,-6.1422805734054675,-7.666787217930668,-8.780838110766375,9.880426640713301,2.4044983709039824,4.2543246522332065,0
-1.930860335237114,13.924886408020111,3.3643988677254697,0.9111757739370967,-8.125908244000799,-7.991063831596456,-10.113102011249046,9.701555977713806,4.863308730843885,3.0199589684219563,0
-4.160192016637773,8.371514444892334,5.46574174477935,0.8457205783327826,-8.524067982284134,-6.392735170292122,-8.348394614418565,6.309636564756444,1.0802236236275302,4.625551430636182,0
-5.345929088918814,5.49266850423677,1.5885662070879119,4.498337890795096,-7.983343482936164,-1.763711021939442,-9.966822953950787,7.6926255218927775,5.106520139999927,8.173637332239155,0
-11.77171186636258,8.623997638291083,8.03992833113999,-4.055013564948188,-6.9514345511863525,-6.475108306647457,-6.950902634170864,-0.2189297689684615,0.4196666998818872,-3.0250071638260287,1
-8.243162711678488,13.197960913030318,6.383585323243288,-7.70227639577576,-4.149339317284042,-6.57267213083852,-8.260494232837317,2.1899719869456007,-2.4317559990655306,-4.356483760647483,1
-4.534859863721598,9.64278079338887,2.82383068518568,-0.851437718729851,-3.948329653308162,-7.331662194249018,-8.703271347260163,4.47402654307179,0.9335347858138103,4.383296735340641,0
-1.2836498129276108,6.907455001851009,3.392340914836491,5.801232391674304,-7.260991992677964,-6.445243846916501,-7.098192295258502,8.314886691443913,2.3231380451513286,4.89137356085336,0
-10.045509944763989,7.409498294022861,1.5241854984178147,-6.135273311634815,-1.538269812632156,-4.762701227135276,-3.953675900278035,-0.030653025771778086,-1.3161678415335925,-3.0811789656887414,1
-9.863207143339334,11.303946137645763,9.873409331985727,-3.123388879266382,-3.083571597115202,-4.84765482078754,-3.76428786300606,-2.7088029911495797,-1.8532246034175823,-5.8619103866715445,1
-10.206728268183678,7.89388423205872,7.287201836846797,-3.072316894388188,-10.113845595149478,-6.101857644636489,-4.2354207319425266,1.8378087855456886,-0.9347063706823069,-5.679355859516799,1
-7.723926985563182,8.925086468801993,8.920093110374324,-7.965804811257746,-8.012528978913334,-7.5490892494107245,-4.973110556937276,-1.6179866528757483,1.0850665070329648,-4.693125996778825,1
-3.812033630281647,8.046514460089679,3.999184219839461,2.8215015767445646,-5.833956215080271,-8.027509601153104,-8.887036941157977,11.60806363272243,5.477386575065598,5.034098895268973,0
0.09428495574484597,12.137308521652027,4.7038871343596345,0.4663339432483651,-5.959682905273037,-8.23554033278016,-4.811553261582764,7.596593577664178,1.2916571322399584,4.530812167650725,0
-10.05004286177349,12.304718369881954,3.971641216561938,-4.367380540371254,-7.575222297375774,-2.8931539905167303,0.06987556552699115,-1.0381845429219385,-2.460213898974845,-2.4562414220795574,1
-1.5073632478039887,7.05917563860122,4.838543447086553,3.47594393068431,-10.218437753394014,-5.793389208516077,-10.163575274527703,8.464720252685021,0.49578192177914193,0.5516873545918708,0
-3.6270413175959266,9.768709878327364,7.770926894696782,1.8416691617947565,-7.990026244537667,-3.1177954543947664,-11.734355557468499,2.9259110022585393,2.9023291349708407,3.1573431072156866,0
-8.44205448760155,5.826464059371664,5.9295934711035105,-5.151003108050992,-5.995831623212979,-0.9458424749703305,-3.2155550916734303,-1.5129805610392633,-1.5520281213358311,-7.727909862972065,1
-4.488407263569912,8.762712287999026,4.75132866080549,4.161552720882629,-10.264556450580908,-3.821008954354719,-9.15434355379399,6.469760775603863,-0.0019085156561593486,0.8517382121893702,0
-8.586978671321532,9.497744417601806,6.6629791332647885,-7.073860065381371,-4.965843815452918,-5.489963914152544,-2.931117444823647,-0.5569410526904035,-5.667785466900174,-1.98111177253177,1
-12.343545115592425,8.268649034898,8.691619406867233,-1.5763322406946267,-9.535467280333904,-10.091758573209415,-0.17322479006568114,1.274356987386565,-3.097685090910418,-3.106159023794291,1
-3.019152057894461,12.0222721053637,-0.6620607805579226,4.1561833877856555,-4.3874568061560115,-11.026890058092246,-9.523702944796709,6.580641183507121,-0.7927231545714668,2.605818180739158,0
-5.935466681234505,11.722030876529146,4.410799145722866,4.4488023078876555,-10.068482508740004,-8.078859639183491,-8.827840357199644,7.417484103028187,1.1221692919056885,5.407151420615906,0
-12.81857374589497,11.727675752154228,5.179669662412337,-7.373722660463239,-5.962362261396102,-4.034635104073893,-5.9467987787660395,0.6184883323407006,-0.5034666264965393,-2.789205981512873,1
